Age,Experience,Salary
28,8,37568.75276824945
43,25,88180.5643417689
54,36,123622.95146660591
38,17,67964.2880051115
45,25,89724.82324300868
55,36,121591.46371851937
49,28,102317.91939088407
43,24,85574.60004900815
38,19,67931.84192960388
55,35,118816.79865180398
27,7,37640.45001251911
27,9,40552.12816477033
55,37,123491.7082329074
22,2,17235.590696737177
31,10,45068.19001655269
42,24,86683.73854955928
26,7,32477.84676288379
23,2,20932.13859905668
43,24,83218.31307456135
23,3,23613.665096339726
31,12,55676.48608653312
55,34,118015.13982352032
37,17,61255.27990426187
43,22,82493.39083443403
33,14,60435.44254958238
45,24,83347.83046628049
59,39,128863.52034804774
31,12,51275.045432811894
56,37,125238.65364204299
53,35,122633.50811110012
28,10,43458.08884167447
42,21,80976.34249696771
41,23,87584.30978813897
47,29,98397.23194767395
25,7,37243.016825833554
43,25,87797.41570228673
36,16,56354.292748723514
42,22,82429.12751345165
36,18,69798.32310620826
43,22,76852.27190471329
49,29,100638.21235358692
35,17,63130.98452900473
48,28,101429.96323829205
49,30,99852.42569920969
47,27,96320.27641282602
23,3,16980.919850768212
46,25,91638.52934832615
24,4,27375.386892601455
29,8,37967.118176020595
54,35,123784.89167647294
56,38,120130.55028327757
27,6,33445.53522022477
44,24,90592.79567584855
46,26,93386.42573738222
40,19,76598.19844298766
26,7,34148.279615244064
32,14,55498.5184788502
33,13,57699.77079515996
31,12,53183.66122157509
29,11,54197.75992447026
45,27,95308.45036176259
49,29,102600.73927781763
57,36,122115.79977492892
58,38,128387.83863863046
42,22,84234.19669017782
29,9,41999.203885268085
30,11,45078.125519158035
36,15,59371.84455380667
39,20,74229.01424425351
41,21,75772.46619411567
27,6,32126.122570531305
33,15,56000.61711490685
23,2,20232.185595228366
28,8,42498.62745292454
37,16,63645.16818569687
24,6,39383.958180923175
24,6,29708.403821027518
48,27,97956.48348601648
59,41,137666.61747074415
54,35,121451.31853670206
49,28,97681.79242402784
22,4,24894.604487197415
29,11,48221.76734464246
58,37,124985.99223078681
53,34,111179.59180097055
58,37,130431.35466513032
25,7,37664.28519296985
51,30,104248.58809709069
27,9,41654.951579210974
40,20,78020.49162873921
53,32,115532.66369839957
30,9,42812.77792704616
33,15,57243.92181656779
32,14,60392.80536666508
37,19,71284.15776234091
22,4,25558.405980477237
42,21,79289.63969108579
51,33,116464.1801592056
34,13,54383.60385667515
55,36,125457.99780080882
25,4,26874.37353649807
49,31,108827.16603873245
59,41,134155.73484086661
52,33,116708.82823736966
48,27,94471.87518769073
26,7,36877.86129306209
46,25,86040.29532122021
24,6,32074.442993949524
54,33,115064.36957558444
25,7,32956.02253717291
46,28,97670.67608269947
41,21,78786.30250955334
55,35,121689.80595763479
47,26,93800.42932569525
26,8,41997.3314842349
56,37,128974.7868867401
49,31,106908.13660580953
50,31,103509.00744115989
30,9,41038.771355423436
59,38,122812.62231182694
27,8,37950.61041616198
40,21,81705.2603269121
32,14,58373.02612931965
23,2,21750.531649702916
30,12,47817.60708297822
42,23,83866.91287026557
45,25,96393.68242829602
55,35,124463.09581156373
43,23,83549.1142181966
24,5,25054.158960781966
33,15,65624.2888865865
49,28,97313.48012373767
51,32,112090.22601279816
47,27,91323.8494029216
42,24,85030.74580941752
49,28,94811.64981004182
47,26,90014.34369201309
54,35,116725.85350147856
42,23,84931.01358104513
56,35,120211.72947200779
55,34,125636.77732114727
39,19,75401.39197578623
32,11,51966.47313463231
44,25,91011.00261634658
43,25,89828.15594659065
38,18,72567.17196618808
26,6,25856.33620519167
32,11,46633.36705013581
51,33,108918.51709295443
36,16,57347.13244110447
48,29,99193.91579359506
56,35,117056.63717669169
54,35,123082.58826923087
41,20,75774.89608606078
37,17,59970.10767052223
55,34,118442.12458792541
23,5,25963.419743104478
56,37,125686.88569372818
49,31,108181.16505049648
27,8,36248.55283366081
30,11,48152.07951141524
41,20,76706.22028024205
22,2,20507.187012729202
29,9,39841.126216405835
44,26,92009.4272539994
24,3,24081.541796914687
25,5,30949.562334099784
46,27,94708.6809252971
59,40,130923.94065046909
36,15,59992.972909816664
42,24,86980.03299012025
56,35,121055.40656244276
35,17,64667.22123455625
57,36,122040.16103088946
33,14,54884.972418467936
38,17,65196.37278374723
30,10,48228.48058773693
56,36,120156.44812601223
34,13,54772.96879011242
36,18,64226.006368545226
39,21,79294.19685850739
54,35,117891.60186096371
27,8,36023.16112755477
48,30,104646.34561672484
44,23,77117.75540619016
48,29,97601.56886294339
55,37,126082.72726178079
59,41,140043.81828852507
35,14,58852.81194710107
57,37,126418.29889088869
29,11,54231.15247380785
56,37,126974.2008386343
40,19,69366.46125080637
51,30,108573.98539169466
35,14,55576.89581477326
41,21,75875.28708837276
46,26,88857.20141886387
45,26,91265.75667368906
35,16,58811.515058642275
47,26,95172.27381510253
59,40,134123.75343020403
44,26,87917.1382616158
43,23,83756.87001101545
40,19,75481.49378099422
24,3,29366.784116165367
40,22,74631.15361625596
30,12,47664.96372624784
49,31,103131.94910289694
41,23,84060.65318254469
28,7,32273.268770357638
35,15,63177.70514363297
30,10,48611.078740228666
40,22,82454.35615146522
35,16,60348.137823383026
59,38,127537.04170349332
57,37,124630.05832973191
38,20,77315.22541960981
51,32,105405.90317656216
30,11,48658.37234760956
54,36,119199.6537194419
46,25,89241.73769424767
35,15,62208.43034409844
32,13,48953.6610233038
56,36,122166.77847334281
35,15,59613.48866435928
51,32,110387.8229851005
25,7,34690.45680450446
25,6,34169.9748541292
49,30,103144.03133117029
29,8,40596.10081140579
23,3,24989.5165021894
43,25,89858.20568770505
37,17,67583.51606763029
50,31,108346.24119677545
51,33,112730.98202300897
33,15,55193.1582960852
56,38,132071.5604024012
32,14,61083.87682553087
42,21,77421.7785620192
42,24,87369.22355406273
26,7,33857.161362922794
41,20,73339.34065345011
58,39,131665.9474340119
24,5,37922.36749614803
54,34,121786.0410330086
30,12,54336.60077305284
30,12,51556.3157430297
25,6,29747.424755296095
56,38,131110.4469615801
38,17,57973.37936888226
55,35,121172.62397139432
45,27,98293.63381315756
53,35,119454.45276423458
22,1,23478.117140841416
29,9,37722.33697408014
44,23,89302.08697161564
33,14,56026.864885492825
33,14,60852.34833460966
36,18,71060.59061737782
40,20,79542.2115361648
47,28,101426.3965301296
50,29,104575.80487705658
43,24,90598.49125610522
42,23,83666.43807244905
59,38,131307.0251477518
41,23,82989.14614829338
50,30,102942.50037257552
25,7,36580.83876609549
28,7,37090.23740269836
49,30,108270.92272271137
49,29,101423.2368233567
25,7,32717.925656044048
43,22,85229.02859048502
33,14,56690.02326125063
24,5,27126.312583482846
43,25,93167.13796020686
23,2,24280.28212266565
45,26,98046.49749629459
55,36,121477.2561913319
48,28,97557.55263754698
22,3,20240.28516984848
29,11,45299.28495113951
44,23,83340.91961902438
59,38,131549.00439360365
27,7,33211.890602221916
43,22,79509.98948783168
46,28,103089.97190972966
39,20,65707.20627929206
38,18,70440.7817783626
33,12,47628.75016167381
27,7,33584.24358300339
47,27,100270.08521289148
48,27,96714.72963289019
29,9,49971.228258856194
40,19,74380.43788173435
22,4,23510.978375702893
50,29,104173.21705899405
56,37,128889.91724617202
35,14,59065.79803631077
56,37,124853.91728412597
41,21,72926.8278221138
34,13,53532.66222939124
59,40,139502.8490266131
29,8,37109.849703380336
41,20,74264.53668918778
54,33,117479.86764526853
47,29,102859.10758898892
42,23,79570.30109601773
30,12,49674.14969129377
45,27,99220.90904579924
58,39,131579.43573560694
38,17,70793.69301482935
45,27,99463.3273862516
42,24,83217.01981841157
34,16,61114.864840749404
32,11,50472.810669786624
40,22,75386.94195375699
32,12,50330.85162214627
34,15,61138.55908515236
22,2,19133.246846406826
40,19,74264.32123499253
33,15,57199.481972360845
29,10,42666.24364643099
29,11,49232.557756225324
33,12,55604.134799669824
54,35,117367.76614338123
47,27,92365.91894568282
49,30,104388.23057276384
26,8,39400.70480743075
29,10,42337.818612550305
46,25,95482.06616725268
48,27,96059.47900393055
44,25,87311.89559005655
51,30,111295.10623725434
44,23,88299.62703383139
41,20,73317.71502165523
39,19,75201.42245907424
39,21,75032.46758785717
23,2,23802.729535078808
25,6,37831.97328205804
51,30,101873.48676310644
54,34,115386.68954947368
57,38,126952.506728762
39,21,77796.82518229591
58,39,132920.00349790257
40,21,77232.69996942903
49,30,99454.48169329997
41,22,76806.96791911793
54,33,111849.35380706351
33,15,60679.69010075826
36,15,56314.668968574486
23,3,21258.951240693037
50,30,101599.07174104294
31,12,51523.91378087916
23,2,24895.22626814158
32,11,48962.46219927584
34,16,67980.50982771472
31,13,53461.84553802211
35,17,64717.5641264667
39,18,67147.48387390636
30,12,50608.96915300798
49,31,104519.67214755664
24,6,29063.068724694713
41,22,77477.31554884325
27,7,35327.31761361546
48,28,97499.69249178906
23,2,29464.201692251663
50,29,103128.13985836893
59,40,135078.76022492567
24,4,25344.129860292513
37,19,80196.42358116865
51,33,110228.15665459778
23,2,20078.87078475877
38,18,71997.63212371297
33,12,52107.05419493396
56,35,116680.89231545765
22,4,26081.877129976434
36,18,70039.05393926185
47,27,97536.05881289368
58,37,128483.55267879735
42,23,90057.09366726453
52,32,111814.59027846906
46,25,92886.93337562107
44,24,79727.46598851636
45,25,95596.6947020617
59,39,132194.99821749076
49,30,101895.98309346805
42,23,82914.31556588832
39,21,78987.5656075041
57,39,134104.24557768446
56,35,120214.25783363759
30,10,46804.32591577041
59,38,128710.3489568012
51,33,114474.8820926697
55,36,123118.81897658683
53,35,119902.47802113678
24,3,23567.1072266296
24,6,33210.97492993872
49,28,97020.36020034729
36,15,61083.85594361002
44,23,82596.59788836453
32,11,45519.01075534727
53,35,116883.31160313556
57,36,122875.92433109276
54,33,112914.5840900308
45,25,91188.85893222694
55,34,117739.07587995657
49,31,110043.68134807379
58,37,126246.61293812121
28,9,42042.06117559713
25,6,38097.763721838026
58,37,125183.49350423709
22,3,22644.543188939693
22,3,27110.46527628503
41,23,80129.51935404525
40,20,78946.12272820211
50,31,106789.30752788558
31,12,48000.094742373505
39,19,74715.64898720282
49,29,101246.62108368202
56,37,130972.86251601033
52,31,108743.47295621954
48,29,101721.65802778685
32,11,46741.692434829885
59,38,129059.70710900362
26,5,29682.068576329977
29,9,45994.147084282275
55,36,123368.80769813947
33,14,58616.65224215812
59,41,137295.4909839865
22,2,19767.143795956425
52,34,117112.9727713878
25,7,39772.240351179695
26,5,27354.821191285682
51,31,109258.44368981344
45,27,99489.74420319637
24,5,27055.681670228205
32,14,58766.03397574199
25,5,32769.512503731545
47,28,94617.15801410764
48,29,104831.30940720905
48,29,99717.64599831258
27,6,34576.5496698313
36,17,68572.42354795619
51,30,109100.24356681203
58,37,121892.45145601784
58,40,139365.80750937364
58,40,138253.78468306712
56,37,128655.80236109986
44,24,88084.43389078722
27,8,37192.90636015204
25,7,31750.454497538616
39,20,69628.47898574524
30,12,51933.608018703584
50,31,110654.29226848746
34,14,56746.13603442239
38,19,70117.07648085718
53,33,114209.73851249364
43,23,82078.83531084826
25,6,32564.829087619713
26,6,30906.70326431055
58,38,130836.11794342818
34,16,65731.60853965455
55,37,126525.51912572153
43,23,83758.60360594752
44,23,87467.3921334558
24,5,29556.718938978425
55,35,122872.04617096268
53,34,114591.5681177526
42,24,84479.78772816522
42,23,80533.55547880927
32,12,49603.57262695006
25,5,32944.18969469137
22,2,18384.757094132845
49,29,95086.31987887707
45,24,86256.45617945578
56,35,116978.81255827071
34,13,52986.76679856835
55,35,126320.60857197788
32,11,45833.09164479237
57,38,130400.60179593295
38,18,68759.35423400703
56,38,129117.44198958426
39,19,70472.21900091384
43,24,89984.03899812506
45,24,88780.54202496003
40,20,76363.90617918524
58,37,126796.6818772837
42,22,84767.88370691348
29,10,46180.45483202481
49,29,103112.71414879756
26,5,32457.935428371704
38,17,61220.06632478102
58,39,132063.28151106607
57,37,125807.92874880163
40,22,83505.75253112239
48,28,96896.91300784115
55,36,123103.31727997614
32,14,61771.52148609692
33,14,56422.854878706654
42,22,77009.17860811984
32,14,62521.820153093395
49,30,102353.35918867157
26,5,27380.666036295897
38,20,70998.9192131061
41,23,85182.99348183771
33,14,60393.339920969454
27,6,38781.2090418579
38,20,74045.96038718346
40,21,74539.37890901434
47,29,99290.1652039545
53,35,119100.75224818771
27,9,40936.44508591792
57,36,127424.89450013638
59,39,128047.15892960172
32,12,47653.57154416429
54,33,113570.57063851401
45,24,88607.6124274733
44,25,88172.03119936264
36,18,66427.7512725489
48,27,100021.23925792096
32,13,54915.85916916367
38,18,66045.83166758377
35,15,58470.87509744072
48,28,100550.45110417047
39,19,68216.93296263563
49,30,106032.19936275578
25,7,33968.605741246545
28,9,42588.42482965806
56,38,128359.59343326524
30,10,41647.937056171955
29,8,37590.14087933878
38,17,70842.20299504964
38,17,73613.96542426354
54,36,116758.27343694384
53,33,117129.36934800043
29,10,45386.85021635541
40,19,78746.84976942293
59,41,135324.46446773098
24,3,27194.851401651118
26,7,34592.07026093083
34,14,60844.209631417325
52,33,120433.86359445809
37,17,66639.19566293617
53,33,110583.11285220632
43,23,88241.61831879002
50,29,104196.44650904133
43,24,87634.09826007576
24,3,29249.715824176048
31,12,47087.09059040072
42,24,83851.45416549602
37,19,72782.79603502864
33,14,54284.56471892254
23,4,25551.97187353782
45,26,96324.30308583431
56,37,126798.86069658576
51,31,104463.51723250482
51,30,106724.10745272777
56,36,126717.2196228959
40,19,73014.61418754929
29,8,42115.39559445079
47,26,91948.96927944863
28,8,39779.63503944606
51,32,105769.70712226167
28,8,40889.19683899093
24,4,28080.391768425394
22,1,14629.202836288003
57,39,135562.6377855214
46,28,99713.40306506274
58,38,126921.9761457406
22,1,20468.382788488274
36,16,60046.69399867748
58,38,126461.58706610932
34,15,56562.3060395307
29,8,36475.69458986013
26,8,39312.83853260352
30,12,50283.57364943624
22,4,28244.66365750773
57,37,117540.94236991131
56,35,119325.38180650106
23,4,25367.785762230847
44,26,92157.90286750656
30,9,42580.31521574701
55,37,125684.25588442822
35,16,62766.44399861302
25,4,26123.607478565886
51,31,106801.3612269402
52,32,110841.54240906301
59,41,138513.92996265824
32,14,56255.29369194551
56,35,118144.44529887967
29,10,41985.62105206226
24,6,33529.68667775649
35,14,59772.17813569741
34,15,62713.04270932191
53,35,117527.22175799601
55,37,119366.94918907907
40,19,73644.9343863229
59,41,134853.10444626262
37,17,65689.88892083608
23,4,26944.6896615671
38,19,73160.94899206626
55,35,122679.59654153946
37,16,67008.9046809362
59,39,135957.9555559249
23,3,24312.13927581471
23,4,21434.071796294047
47,26,91671.3785934955
34,16,66224.37825905396
52,32,111446.27867384443
55,35,126535.12383007046
24,3,23363.04380844667
29,9,48938.58910702226
44,23,84495.47484419303
35,17,63740.740155195985
48,27,94365.00038117178
50,32,111979.56193106085
22,1,14260.838141640128
38,18,67350.73281024983
51,33,112842.25495350386
34,14,50226.48963437386
42,24,85707.69237199632
40,19,77661.48957167084
40,19,73795.86509146896
46,25,88525.863036508
43,24,85066.37408371954
52,33,114511.43624341759
38,20,72467.7585952434
44,25,90905.67939724583
53,32,109883.07437444967
31,12,47427.12194347703
31,12,54042.38628642902
57,37,128127.11930310924
29,11,41334.711591706895
41,23,81989.42547738635
53,35,122128.81753846093
35,16,62001.5780802074
49,28,97758.35218466357
45,25,89242.36763335475
36,18,68332.75222398229
43,24,85961.09289553478
51,30,105251.96996942037
25,5,29550.18066069761
34,14,54079.14476770606
44,26,88924.52130454831
29,11,43730.13192158778
39,18,69774.49853137217
33,14,58248.29659260562
52,31,105676.09049908204
35,17,60499.64050942659
55,34,114886.04271148854
39,20,78707.21062709679
55,35,119060.67340195406
32,12,50357.74516012311
33,13,51606.861062680095
36,16,64715.11741975776
52,34,115629.99284487839
50,32,107820.08336539422
47,28,95407.26811844656
39,20,75633.54276884832
53,34,117291.95546379834
43,24,82785.15793457936
59,38,133182.14656508886
38,19,69574.3348760749
44,24,80325.73995588529
45,25,94585.90324748859
29,9,41692.37340439993
27,6,34803.41180008206
26,7,40516.858736015274
50,30,101992.13565187095
49,29,103438.006348324
32,12,54525.98503244963
22,2,18196.46797018516
40,22,84381.97050752229
30,11,43272.5209608436
48,29,101213.9051746486
55,34,114273.9894372245
25,7,37087.52875100771
57,36,120603.81714525381
39,19,70148.07293082848
36,15,57863.10375907268
34,14,53394.19220514049
40,20,72699.1046485494
27,8,38364.00502423468
33,14,56199.35235094476
58,39,130850.58061180454
38,19,69500.37066809721
44,25,88431.90007701072
47,29,96243.24235482811
50,31,105403.03968664854
54,33,113834.7149911025
48,28,99883.07081815513
46,27,96016.78827460096
31,13,49316.060565866894
44,23,85783.36179691312
42,21,78866.75069413263
42,22,85320.50095554025
34,13,50016.79718143128
58,37,126090.5692721129
54,33,117593.91915597707
45,24,86610.72238392301
32,14,53259.63253946195
38,18,66551.81704148698
25,6,34854.37196291026
46,25,85855.73592391775
51,33,112000.3088085244
30,10,42371.79150146819
42,23,81097.19282891112
41,21,79324.80257949971
40,22,78814.12166941864
40,22,80699.10223479623
33,15,55273.978352180944
58,37,128989.695771393
38,20,74638.02204842535
58,39,135214.0239030066
49,28,98279.14875251822
56,36,124348.68798325362
39,20,76850.19074906349
35,14,58789.685104114724
56,38,133093.36757220706
28,8,34010.34509685802
34,16,62523.952753693404
39,20,73282.43674096986
58,39,130066.93043532972
34,13,58980.60352946904
57,38,126639.36359651983
52,32,113558.47953755393
23,2,18337.74874041198
37,17,69058.54031415864
30,12,49932.64481544727
30,10,44151.718452881316
59,39,127389.73635542348
32,13,52657.952227452704
43,25,86939.73910209358
54,35,124742.9876668927
57,39,131154.99720710723
44,26,90210.51077894312
55,35,118083.4599041472
30,11,43420.31464014095
45,25,94566.83739196752
29,9,45768.837646548534
28,8,38799.24267099586
57,39,137538.036197137
39,20,74460.69878580444
24,5,32789.29938521453
49,29,103698.48406860541
27,9,39276.506154892304
42,23,84047.07705324073
49,28,100618.17208176768
22,3,19587.19787686282
57,37,126863.92662574265
42,21,81922.83359705986
56,38,125925.40965137938
34,13,53868.73530167324
31,10,42171.189257670914
31,11,46551.60647230744
34,15,58284.3897973985
58,40,138734.48745408078
59,38,128548.43039255358
45,25,88409.03624397902
23,4,26218.13031971478
43,22,76376.94187658947
38,18,61923.85845493266
57,37,121853.65428617067
35,15,60972.308854779454
31,13,52991.969282569975
56,37,128107.31536418376
46,25,85938.88690293687
24,5,28887.810411762217
59,40,129724.5338433078
38,17,67301.96152813442
33,14,52366.30460040045
45,27,94269.89510912738
50,29,103119.19066903112
46,25,89326.40244979617
57,37,119214.14908573942
47,28,103486.998234564
59,38,128007.8723808714
22,1,13671.478107729783
41,23,85283.58800238762
49,29,104395.70920281459
37,16,62593.457297898254
38,20,78608.74467667923
49,28,97277.9121873841
33,12,52026.94576488493
48,27,98032.40491827027
51,33,117541.99465536953
55,36,116670.0718708584
58,37,133375.41673317426
27,6,37021.61809947764
28,9,42848.367983632095
53,32,109101.043242486
53,33,111348.99375394908
46,25,91363.49398535189
54,34,118481.39999234487
28,9,42594.60399996785
33,15,59479.2582378684
37,18,69795.8882913471
37,16,56943.132219426385
57,37,125201.68675828347
34,16,57850.30461003466
28,7,36378.38408960646
57,39,134919.39708881138
30,12,47273.93932797466
53,32,109372.13129008179
32,13,50951.44950627361
29,8,37352.278683427365
54,33,116162.1581025264
44,25,91861.59154151421
46,26,97407.60204038076
29,8,36484.61179530641
43,25,91051.81856198268
25,4,30051.10757853533
24,3,29459.889046385535
50,32,107208.53619638659
50,31,101489.26037538469
55,35,119167.84270133612
55,35,128426.06235131525
49,31,103714.21164904148
34,15,60960.77484163564
36,15,53850.41421027499
44,23,89944.51975375836
47,26,87865.38638658929
25,4,20326.61121166073
47,26,93796.6072673955
30,12,50355.10863839509
26,5,34757.868350398174
53,32,114048.38397197172
41,22,74498.2717649114
32,11,48044.39138361522
36,16,60908.732222465864
53,35,114994.84304017542
49,31,108301.01774174688
43,25,92128.94288741454
38,18,66584.11256203112
47,26,92501.44920499461
28,10,43201.4413030689
47,27,94016.74461253874
46,27,94217.84789302881
31,10,43514.82248041366
40,20,75373.90260598325
32,11,46740.6718455491
34,15,60781.27738228671
29,9,40229.67478160178
25,4,29440.221736093063
52,32,109164.94625847814
49,31,108817.2088456826
32,11,45954.22620104318
22,2,23656.087627833844
59,41,131665.92510247682
45,26,92482.46108485045
52,31,106798.54702960515
47,26,93361.45603717226
26,7,31942.033640224876
41,23,82416.20919079828
32,13,50171.93904048686
54,33,113785.48878015348
59,39,131006.54418667872
48,30,104989.76842035282
55,37,125197.42794024963
36,18,73634.90718081486
53,34,114970.195733755
42,23,83102.11407168688
26,6,42552.91970582835
27,7,35329.34421060997
59,41,139859.66410675182
43,23,85729.64958435799
39,20,81504.33856087369
35,15,55708.062847087094
31,12,45866.25784964343
34,14,53646.36113582225
52,31,109018.33732706151
51,32,107489.793059998
24,3,18099.674421282347
51,32,107726.9270947471
27,7,37105.75002143428
50,29,99789.21338294106
29,9,45427.236405194024
54,35,116123.84578378446
38,17,66542.4318380753
32,14,54827.22470778758
34,14,57565.4404754775
32,13,54366.56244680391
52,31,113255.58903617095
49,29,104069.53789145754
27,6,32237.70110176184
37,17,67838.58822074502
25,5,32250.744910157708
56,36,129134.89763622422
47,26,93028.60026133436
33,12,51251.25484100987
32,12,54936.89788884662
58,40,128004.43797120037
46,28,97386.08605498174
39,21,79082.99952105217
40,21,80641.63847486727
44,26,85371.94554423206
59,38,125485.19728568422
39,21,69521.929335998
47,26,96118.81703157657
27,8,39113.37006415329
25,4,31757.04146647272
50,29,102587.50231893257
55,34,124222.95215793254
38,20,71170.90896322086
37,17,64898.58259166496
23,2,22738.491337089385
55,37,122861.73863087635
29,11,48251.498089468514
34,16,61668.04195114235
29,9,41493.23318531495
51,31,107624.15124626756
53,33,116116.20008992199
57,37,124971.32885516409
51,32,107140.15941452073
22,2,21201.50698870313
38,18,67098.25246033017
41,21,75002.36470622155
45,24,82307.04166065918
43,22,84293.39668126311
50,30,106987.49664689314
43,24,90722.23875389478
30,9,42508.32514949607
58,40,137235.65523895907
31,10,42668.99655506248
57,39,125275.66282505207
58,37,124245.03232966881
49,29,101382.1690148692
49,28,100581.36703229242
42,22,84842.56080930875
45,25,90966.24113814294
23,2,28272.190274246263
29,11,47359.4600708936
48,30,104302.20635031197
43,22,82514.60791661372
58,38,130136.85745535725
48,30,105093.76551340007
50,31,103803.2440147753
24,4,29556.578245488054
34,13,62017.05595310745
31,11,45351.04805547717
57,38,128376.28445308845
30,11,43381.627475862144
48,30,106255.76392821092
55,36,124752.88168224663
22,2,16487.89990436773
53,35,115062.64357158422
46,27,89255.006413529
50,32,114711.13872374993
28,10,41483.850251552045
24,3,24097.366395712368
41,23,81900.03784190724
41,23,85965.34406553762
51,32,112480.66731519534
56,36,124820.46277410204
56,36,120563.83142436799
48,29,103543.6938278031
47,27,98785.31217284268
35,17,66955.09110434208
38,17,62632.81360511588
39,21,73610.76900280615
50,32,115211.3715705471
41,20,81331.83769100152
48,29,101290.06848896312
39,21,76786.18630295446
25,7,35472.24441959866
22,3,25237.012101940447
22,4,21672.490687029444
47,29,101691.256503091
41,21,74907.74551587905
44,25,89439.27557593453
31,13,50348.50918151341
32,14,54055.14887209083
26,5,31044.762232123474
22,1,16648.08898994355
38,17,63203.45131699795
43,25,93360.52790586508
55,37,121746.37166902579
50,29,95568.6297834345
25,5,31706.294388749277
26,6,32130.96027008892
32,12,50911.987184140926
42,22,81474.5490083908
56,37,129311.96463307722
33,12,57091.39459970587
47,29,101760.33394726546
40,19,68972.81881489264
28,8,39437.890525253075
28,10,45767.54645111078
47,28,101510.90693040667
26,5,30911.881626047965
42,24,84318.37675961669
35,17,62279.636738129135
25,5,29650.33774339179
44,24,82496.98665630429
41,20,76683.14258173687
36,17,66031.94843642025
50,32,110517.03868131406
29,9,44152.880453452955
40,19,76852.91287621974
49,29,101788.70631886389
48,27,96730.79982733903
25,5,28891.003956072473
36,17,67154.53371955066
56,38,127977.15099776334
58,38,132465.17900315652
22,4,29402.140782595536
24,3,25448.225020225538
45,26,92261.16568192108
48,30,103180.25765758206
57,37,127441.09957236233
55,37,126449.07997717257
50,32,109179.10178046976
45,24,88365.329677184
45,26,90177.33417353533
25,6,33852.787358636386
24,6,29929.429838324548
55,37,127316.10694227026
44,23,83549.85700658162
44,26,97021.5327793041
26,5,30617.293986801207
52,33,114213.89467569966
27,8,34304.01428463139
58,37,130719.62944153002
31,13,52886.195913117124
28,9,46718.51378961419
59,39,132144.73106425267
42,21,77857.61924519356
41,22,78965.57903117697
24,5,31426.54838529859
43,24,88062.27032014438
25,5,25997.89611354447
49,29,100293.32877113018
33,13,56167.452730698205
59,41,135066.57268935384
57,36,121048.8892070516
26,8,38588.73155070619
34,14,57261.43500814978
44,23,83108.03814580648
51,33,118302.15899797846
58,40,133552.9681510442
46,28,94205.01753121687
48,28,94143.26490908244
35,16,65567.4283827582
57,36,120207.82175807304
37,17,66091.32467828444
43,22,78878.06740319563
42,22,80693.6652986499
42,24,87043.96072339587
29,11,42903.374433587654
37,18,67132.89517307864
52,33,111479.22913768225
31,10,42603.8916011304
53,34,115373.00164241299
55,36,120628.59912380678
30,9,45118.9639577249
38,18,66852.66871855754
32,13,54852.469835400036
53,33,115247.48094934443
31,13,48496.67902510996
43,24,84982.90145365347
38,20,73669.8135447662
25,7,35796.2355563678
46,26,92290.89203039191
42,21,81625.74297626237
58,39,131814.23793474294
59,39,133336.54361119255
22,1,16723.479639694233
46,28,99380.23925305257
57,38,134309.168817711
38,20,75579.7560886682
45,27,98309.04642400872
23,4,25625.351553980658
36,15,63272.738012094196
53,32,114534.70587151975
27,8,39236.34586256375
22,3,23275.747188736532
44,24,82514.7382440992
38,18,68902.84657870569
55,37,126695.67041877106
50,31,105204.27111209181
30,9,38689.75119808742
34,16,62305.8550366976
27,9,41691.997759800666
27,9,36957.88627628097
41,23,83122.31507457912
24,3,25369.78267582632
38,20,77963.91109760536
33,14,55070.44259428422
22,2,27259.265145188703
38,17,66661.65566250088
24,5,25894.17240328519
47,28,97509.44331630542
36,17,62161.460889838396
57,37,125498.28632314377
53,33,115405.39925103351
53,33,114804.56569189223
25,6,29109.624267840274
39,19,68236.52084238826
40,22,81258.167124587
56,36,124932.29693990784
35,14,56033.20851378948
54,35,111886.9834538526
35,16,59024.80291929628
55,37,127958.90110598503
25,5,27784.409137243838
45,25,88958.30392529322
50,29,104160.0189601329
40,22,79081.18997357893
27,6,37692.26858246938
54,33,113379.69042679748
40,21,74918.03956555993
22,3,27046.81660905272
26,6,33143.41828015037
48,28,95764.80645438898
37,16,64915.47311805609
27,7,35117.01850954648
34,13,51062.408128705116
56,36,123285.34731893803
40,20,74525.71049291246
33,14,51437.74336036385
37,18,65322.02801457783
31,12,56096.03699938374
46,27,95743.92871707115
41,23,87040.0114291872
52,33,114426.45460050268
25,7,38711.40795270212
44,25,91167.24590233064
23,3,21161.013079238062
43,22,83320.47533732401
58,38,126141.6685319866
29,9,44788.107106497904
28,10,44653.17215527781
35,16,62556.31757151666
24,3,23184.406908140758
37,16,65895.32990710487
40,21,77027.04196274962
39,21,71270.31449496496
37,19,65857.24574936807
29,11,43192.183044168545
54,33,116852.5406311375
33,15,61580.75175955401
32,14,56974.99317597964
26,5,31443.22638556132
48,27,100838.40391157022
33,13,55028.54517623999
38,17,68414.32869650691
27,8,38467.7579899449
54,33,113116.83495801572
26,5,29659.295209248496
49,31,113152.30645786555
35,15,56739.844312335765
26,8,38942.93478623987
54,34,112453.83342661809
40,22,78168.45034911521
43,24,88821.4782578977
26,8,32570.114207388946
23,5,31714.21786392295
51,32,116642.6308283178
25,6,33595.48155045554
54,33,118285.74228362906
34,16,62744.11423657361
41,22,82633.26656262357
28,9,42861.29877995197
36,15,58969.83257700924
44,24,85200.9521472216
35,16,66044.37117245344
